student_id,name,age,course_name,category,lead_score,priority_tier,counsellor_action
187ac969-cdb5-433f-a173-4612406681a1,Kevin Watson,49.0,Neural Networks from Scratch,AI,90.7,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
36a7959d-bdf5-45fb-994a-6f013def6c09,Chris Lee,26.0,Cybersecurity Fundamentals,Cybersecurity,90.7,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
dca8d91f-9b93-4ec5-9083-7904754d31ee,Joseph Blankenship,35.0,Network Defense,Cybersecurity,90.7,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
67cf45ba-7651-4072-98c5-972472dbb931,Kevin Jacobs,30.0,Kubernetes for DevOps,Cloud Computing,90.7,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
ec786395-b637-4c85-8adc-7d2015b0728e,Johnathan Valdez,43.0,Advanced Penetration Testing,Cybersecurity,90.7,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
4cfa943e-abc1-4423-9972-5bf92b92da5b,Daniel Barnes,23.0,Network Defense,Cybersecurity,90.7,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
a5f1ed7c-0f0a-4a23-a74d-8169ede756fa,Tracy Nguyen,45.0,Data Science Bootcamp,Data Science,90.7,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
a85067d1-ff4d-4189-8d8b-ce815f5802b1,Michael Carroll,21.0,Neural Networks from Scratch,AI,90.7,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
6d51348f-7755-4e97-ae04-026921c75e7e,Nicole Day,37.0,Deep Learning with TensorFlow,Data Science,90.7,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
e6fee3ec-5ec0-4834-b76f-6d605d68b4bf,Dr. Jennifer Davidson,46.0,Google Cloud Fundamentals,Cloud Computing,90.7,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
3b3509d1-7b07-4227-bf61-667a2fcb04d4,Shawn Berry,35.0,Computer Vision with OpenCV,AI,90.6,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
5d1d53dc-a384-42fd-9548-f3488d40fff4,Timothy Price,44.0,JavaScript Mastery,Web Development,90.6,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
28320bc6-d3c7-4d0f-95d9-553bf7d62988,Joshua Lopez,32.0,React and Redux,Web Development,90.6,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
cf0beef7-0492-4a95-99b0-f4583145a318,Elizabeth Manning,37.0,Computer Vision with OpenCV,AI,90.6,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
db05bc62-1738-43e7-9251-c8873d259c68,James Lewis,46.0,Kubernetes for DevOps,Cloud Computing,90.6,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
6558cc4e-2361-4475-87f0-8807410612c4,Stephanie Payne,25.0,Deep Learning with TensorFlow,Data Science,90.6,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
04e9c4f2-705c-496d-b7dc-8d05968d65c6,James Walker,45.0,Serverless Computing,Cloud Computing,90.6,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
85bcae8c-7f9c-402d-bc0e-a36c457b8c1b,Nicholas Sosa,38.0,Backend APIs with Node.js,Web Development,90.6,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
b8471138-38e5-4a64-9adc-71de1bf435e4,Taylor Ramirez,23.0,Kubernetes for DevOps,Cloud Computing,90.6,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
ff6f9dd9-fdbb-45df-828c-7696da6a90c5,Molly Henderson,29.0,Serverless Computing,Cloud Computing,90.6,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
d15491f7-4947-4168-ad79-dbfa6f35b0ac,Jacqueline Smith,23.0,AWS Certified Solutions Architect,Cloud Computing,90.6,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
fe663c55-f4c7-4c41-a953-4fef6b868f09,Angela Simmons,29.0,Serverless Computing,Cloud Computing,90.6,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
f116fdbd-0bb9-4bd3-9e2e-a61af83df6f1,Marcus Sanchez,36.0,Artificial Intelligence A-Z,AI,90.6,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
f8b906c6-a008-46ec-a8d0-8936e12b8c2c,Brent Cervantes,43.0,Python for Data Science,Data Science,90.6,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
707d7591-7b8d-484a-8a46-c06805069e3f,Alicia Miller,49.0,Network Defense,Cybersecurity,90.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
99f59664-9e0c-49eb-bbfc-28c9c442ccf9,Jenna Hernandez,25.0,Certified Ethical Hacker (CEH),Cybersecurity,90.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
2904af7b-54db-4c29-b335-d415728d5537,Shawn Wagner,37.0,Serverless Computing,Cloud Computing,90.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
d17adfea-5d11-4b8e-95f8-3b00475dd978,Steven Smith,21.0,Certified Ethical Hacker (CEH),Cybersecurity,90.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
fe1375e4-73e9-4698-bb11-1850d8ee6041,Ray Tate,31.0,Advanced Penetration Testing,Cybersecurity,90.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
ab78b126-db2b-4e1e-98a2-b84189b184c8,Ryan Bailey,41.0,Deep Learning with TensorFlow,Data Science,90.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
2d38e309-e1a5-4585-b86a-4f1a3a3d3ff1,Andrea Allen,44.0,React and Redux,Web Development,90.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
e69313c3-8ee5-4a7c-9022-8eab49ceba29,John Smith,33.0,Certified Ethical Hacker (CEH),Cybersecurity,90.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
123cc75d-938a-4ce3-b754-ed0c28d2fdd6,Robert White,27.0,JavaScript Mastery,Web Development,90.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
a4edc7a7-16c8-47e7-8eb0-601721188508,Jesse Price,33.0,Kubernetes for DevOps,Cloud Computing,90.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
66ac5fa4-1ab0-423d-872b-4dfa4402f7bf,Kimberly Kelley,46.0,Statistics for ML,Data Science,90.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
a8c6ba4c-c7ca-4ef5-8b09-0f832522686c,Julia Baldwin,31.0,NLP with Transformers,AI,90.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
0684a8bd-b495-4439-a75e-a94711a81403,Justin Monroe,46.0,Network Defense,Cybersecurity,90.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
1678026d-380d-4931-ba5f-731014eae0fb,Steven Hinton MD,22.0,Kubernetes for DevOps,Cloud Computing,90.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
bb416be9-4335-4dd6-81c8-d5ebba9549e4,Melody Harrington,24.0,Data Science Bootcamp,Data Science,90.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
1a1f674f-b351-4233-b72f-af9f72ed751f,Amber Wood,29.0,Network Defense,Cybersecurity,90.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
06e152db-3317-4185-8c4f-0c553f6a6fb9,Brandon Taylor,31.0,Artificial Intelligence A-Z,AI,90.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
ea1a61af-b29d-4a48-bee3-546e05fc3e04,Susan Russell,33.0,Computer Vision with OpenCV,AI,90.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
4245c49b-a135-46b1-940a-aa49fc1a02a3,Mr. Kevin Lane,36.0,Network Defense,Cybersecurity,90.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
49cf084c-acbd-4e1b-a70a-70101f1c6f2a,Virginia Rodriguez,30.0,Network Defense,Cybersecurity,90.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
3e283ec3-95be-4678-ae07-67e16d6dcf1e,Thomas Greene,27.0,AWS Certified Solutions Architect,Cloud Computing,90.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
a6d87371-a09b-45e9-b7b2-df6225f35984,Katelyn Hanna,49.0,Python for Data Science,Data Science,90.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
81d6bc86-3fa4-4d42-a9d3-82d761032d3e,Alicia Lee,40.0,Kubernetes for DevOps,Cloud Computing,90.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
6f1e0c2a-4135-47d9-8a3b-f57e2de271ed,Yolanda Fitzgerald,44.0,Deep Learning with TensorFlow,Data Science,90.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
1631dfb4-b7cc-4113-8685-577e50014bb4,Thomas Jimenez,22.0,Network Defense,Cybersecurity,90.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
ef010aea-a484-4061-bedc-985bb759863e,Erica Howard,46.0,AWS Certified Solutions Architect,Cloud Computing,90.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
95447793-9f62-45b8-96b2-4ce0c473a551,Laura Davis,37.0,Data Science Bootcamp,Data Science,90.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
ee464152-056a-4d2e-a8d3-e60ef49c06bd,Laura White,30.0,React and Redux,Web Development,90.5,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
a998b051-bf98-40c6-9c1e-9936e637d885,Christopher King,46.0,Computer Vision with OpenCV,AI,90.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
8b3cd578-4236-4bf4-848a-0dffaaeec0ca,Katherine Miles,27.0,Serverless Computing,Cloud Computing,90.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
832c9ba3-d464-4bc7-8ca9-be3c04809559,Angelica Mora,47.0,Full Stack Web Development,Web Development,90.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
cc1df5f2-f492-4a9a-813b-e880341b386f,Charles Watson,26.0,Google Cloud Fundamentals,Cloud Computing,90.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
c8559503-0633-41c5-9314-bf8112867f8f,David Sanchez,25.0,Certified Ethical Hacker (CEH),Cybersecurity,90.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
1abe09b5-20eb-4d93-8709-b972512f5b79,Michael Martin,42.0,AWS Certified Solutions Architect,Cloud Computing,90.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
2e971488-b0ec-45be-9779-dfb46fac8abe,Dana Martin,20.0,Computer Vision with OpenCV,AI,90.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
f3eae4e4-cc0a-4aa5-86b3-db3ab97b8965,Pam Campbell,30.0,Data Science Bootcamp,Data Science,90.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
2c516738-fd0e-45cd-b54b-45f160401b14,Joshua Morales,22.0,Statistics for ML,Data Science,90.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
4acb50d3-181e-4550-a353-0a0bbb30113f,Crystal Aguilar,28.0,Network Defense,Cybersecurity,90.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
7179ce1f-7146-467c-ad2f-202840391150,Steven Johnson,34.0,Computer Vision with OpenCV,AI,90.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
2a9bc98b-0f37-4280-82e0-857eb1709601,Patricia Ross,43.0,Kubernetes for DevOps,Cloud Computing,90.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
9ec1d91f-0c5e-4c87-a6e1-f601b9f4f6ce,Barbara Sanders,20.0,Full Stack Web Development,Web Development,90.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
b47729ea-40fc-4f51-9043-6234a17869cc,Donna Scott,25.0,Kubernetes for DevOps,Cloud Computing,90.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
3b415773-c4dd-4159-89fa-c4178fb52fda,Sharon Barnes,49.0,JavaScript Mastery,Web Development,90.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
2f77e865-af25-4206-873c-30f1fdfc7f38,Whitney Clark,41.0,Kubernetes for DevOps,Cloud Computing,90.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
ea7be03c-9a35-4dff-8ec7-f340a8a9180d,Cindy Frye,24.0,Serverless Computing,Cloud Computing,90.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
508e2232-426e-4383-9b6b-07abd0385848,Tami Mcdonald,24.0,Google Cloud Fundamentals,Cloud Computing,90.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
7907aa19-3d6f-4adc-ba1f-7494219691a7,James Buchanan,19.0,Google Cloud Fundamentals,Cloud Computing,90.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
4dff7226-35f2-44c9-b243-5485aaf59387,Kristin Dean,46.0,NLP with Transformers,AI,90.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
cd85a1ba-e765-4b41-938f-8a8c2a2693d4,Joshua Harris,22.0,Cybersecurity Fundamentals,Cybersecurity,90.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
284fad77-6504-4b3d-a79c-292d0acb25a4,Laura Davis,23.0,Cybersecurity Fundamentals,Cybersecurity,90.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
dd4f814f-a2ae-47c0-af29-540ed545d599,Matthew Gonzales,27.0,JavaScript Mastery,Web Development,90.4,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
5eb8e94c-01a1-4fbf-aaed-671a30c058a7,Jessica Norton,37.0,Statistics for ML,Data Science,90.3,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
4a50aac7-daef-48d3-ae65-902ff8e6ad59,Courtney Miller,23.0,AWS Certified Solutions Architect,Cloud Computing,90.3,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
7bffb87f-a0f1-4525-8823-9e4a7be5f7bf,Sharon Peters,26.0,Artificial Intelligence A-Z,AI,90.3,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
e69ab5f4-53b0-453e-8976-cdfc16ac9261,Felicia Lopez,26.0,Deep Learning with TensorFlow,Data Science,90.3,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
b126cb41-d588-4bfc-981e-0425966d2df0,Gregory Downs,28.0,Python for Data Science,Data Science,90.3,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
4d9eac9b-c0b3-43bc-a380-1dffc7e5a7cf,Aaron Johnson,29.0,Computer Vision with OpenCV,AI,90.3,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
796d8713-8c6f-4fcd-8902-e2cd3e74e038,Dustin Clay,45.0,Neural Networks from Scratch,AI,90.3,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
ed0c15bf-1eb8-4e35-bb94-b30d9106633d,Sheri Lee,42.0,Data Science Bootcamp,AI,90.3,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
c69130d7-5ed5-43d3-b26e-ab01848d505f,David Fox,33.0,Serverless Computing,Cloud Computing,90.3,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
d6f37016-0cff-427d-ab32-e0a291e5f3df,Melissa Wagner,46.0,Serverless Computing,Cloud Computing,90.3,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
0ee834de-46c2-4f6f-8d8a-d99172943d68,Dawn Oliver,30.0,Cybersecurity Fundamentals,Cybersecurity,90.3,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
757b2797-7044-4e4c-b5e4-a0ff835be79d,Alex Kennedy,18.0,Computer Vision with OpenCV,AI,90.3,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
19583691-adca-4dba-a87e-57931bb9579d,Alice Smith,48.0,Deep Learning with TensorFlow,Data Science,90.3,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
052bd4fb-a896-4a6a-aafd-30cd3c3af52e,Mitchell Wagner,32.0,Data Science Bootcamp,Data Science,90.3,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
c164d4ce-d3b7-45f1-b37a-bac3deafc496,Victoria Taylor,45.0,Statistics for ML,Data Science,90.3,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
87ed7d53-d7e3-4282-95da-d81e8c8d108c,Kevin Rios,35.0,Statistics for ML,Data Science,90.3,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
1822a6e6-f168-468c-ab19-7aa1a799119f,Charles Adams,45.0,Python for Data Science,Data Science,90.3,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
275e121a-3a82-4deb-953f-201bf28d7d5f,Brittany Dudley,49.0,React and Redux,Web Development,90.3,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
2870c365-4f65-4a2f-a255-8fefc33effed,Donna Hernandez,35.0,AWS Certified Solutions Architect,Cloud Computing,90.3,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
3e8bdd12-9eea-44dc-9ace-6d9bb12217ba,Jeffery Cox,25.0,AWS Certified Solutions Architect,Cloud Computing,90.3,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
e039143f-28fa-4a13-9aad-40a43795bf74,Timothy Cortez,48.0,Network Defense,Cybersecurity,90.3,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
ca55911c-5cc5-4bbd-88f0-9b2131e7d9d5,Scott Fox,42.0,JavaScript Mastery,Web Development,90.2,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
a12a1fc5-a12e-4dd1-a4fc-f94c98e263d2,Lindsey Decker,20.0,Python for Data Science,Data Science,90.2,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
46234407-7ce6-48d6-9427-b48f76895005,Julian Ross,34.0,Cybersecurity Fundamentals,Cybersecurity,90.2,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
e6dd250c-6fbe-4abe-970f-da7029de3d47,Luis Nicholson,37.0,Computer Vision with OpenCV,AI,90.2,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
4e63c388-d049-451c-adcb-b88ddf29d158,Angel Hughes,47.0,Certified Ethical Hacker (CEH),Cybersecurity,90.2,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
b49eb4e8-5fe7-4341-8cfe-c7abc7f1f8a2,Annette Robinson,44.0,Kubernetes for DevOps,Cloud Computing,90.2,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
34c16079-f247-42ca-92cc-a0cbe8f46958,Alexis Perez,32.0,Python for Data Science,Data Science,90.2,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
e15d43bd-6458-4463-b1a3-fabee123dd87,John Browning,45.0,AWS Certified Solutions Architect,Cloud Computing,90.2,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
363b138d-bec7-47d4-8ece-a412211d7a57,Scott Rodriguez,25.0,Computer Vision with OpenCV,AI,90.2,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
f6dac478-c72b-4442-a600-7f60e2f8319a,Judy Doyle,22.0,Full Stack Web Development,Web Development,90.2,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
cf9496c9-dffc-470b-a01e-34f1e5c7058b,Candace Johnson,43.0,Full Stack Web Development,Web Development,90.2,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
0ce633e0-32bf-4617-8a6b-ba04f833f6ea,Tracey Roth,19.0,Data Science Bootcamp,Data Science,90.2,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
5e923287-3557-4bd1-b05c-125af9bbc650,Douglas Smith,32.0,Nothing likely accept month.,Cybersecurity,90.2,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
3071d729-635b-43a9-a052-7c57087aa1a4,Katherine Mcclain,45.0,Certified Ethical Hacker (CEH),Cybersecurity,90.2,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
e8a64582-85f7-48c0-b092-9f70e5f25eb8,Chelsea Martinez,31.0,Full Stack Web Development,Web Development,90.2,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
0b6e62df-9dc8-4afd-8a8d-7ed6ae5ecf0b,Julie Murray DVM,48.0,Certified Ethical Hacker (CEH),Cybersecurity,90.2,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
e97bbd96-82c0-480d-8af2-1d9992edb979,Linda Barrett,42.0,Computer Vision with OpenCV,AI,90.2,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
fa9f3ef2-f9b0-41a1-b935-ca8ae8efe37c,Alex Hale,22.0,Full Stack Web Development,Web Development,90.2,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
79396514-7fa7-4834-8904-fb1054c5993b,Patricia Wright,20.0,Data Science Bootcamp,Data Science,90.2,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
f110d78c-5b5f-478f-9dab-b244c276e193,Frank Mills,49.0,Google Cloud Fundamentals,Cloud Computing,90.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
e2c432d6-806b-420d-92d2-7edce89749b2,Teresa Thompson,26.0,Full Stack Web Development,Web Development,90.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
46428b75-624b-43f2-9721-54722e11ef55,Larry Watson,30.0,Data Science Bootcamp,Data Science,90.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
95c1abc0-5cd8-419c-8c75-9be759a6b8d7,Elizabeth Calderon,25.0,Advanced Penetration Testing,Cybersecurity,90.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
21d3a2a4-37d9-4053-ac99-69132eb2291b,Susan Martinez,35.0,Statistics for ML,Data Science,90.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
715f50d0-612f-4070-8d06-ced60985e6ee,Maria Meyer,36.0,Serverless Computing,Cloud Computing,90.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
f63a8c68-d6f9-4c7f-ad0e-b3eeff17f9f1,Thomas Coffey,43.0,Python for Data Science,Data Science,90.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
e52425f0-e801-4b4b-82a4-57e1bc4de7f5,Kara Rios,46.0,Full Stack Web Development,Web Development,90.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
d59d3392-d73e-40cc-8f73-7a15ccca5357,Mitchell Hodges,33.0,Network Defense,Cybersecurity,90.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
5d1265c2-02ee-43a6-b789-2bd9067600a9,Vickie White,19.0,Full Stack Web Development,Web Development,90.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
31a56c7f-9ad0-4130-afd8-5b58f8b4ef3b,Danielle King,22.0,Advanced Penetration Testing,Cybersecurity,90.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
3f6a2f12-6204-4696-8e89-9a992506f859,Nicholas Bradford,25.0,NLP with Transformers,AI,90.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
ee18bd86-05b7-46b1-a201-28cbfce16e12,Rachel Hancock,30.0,Data Science Bootcamp,Data Science,90.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
f6fc217f-6894-4fa2-ba13-925a884815b0,Alyssa Butler,26.0,Advanced Penetration Testing,Cybersecurity,90.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
ea775fd1-2f10-41bc-9f82-85eb50cf03b2,Natalie Johnson,23.0,NLP with Transformers,AI,90.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
fc1d2ddf-98fd-4c9a-b5c4-38e69c6223dc,Dylan Gonzalez,24.0,Cybersecurity Fundamentals,Cybersecurity,90.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
d2716154-a3d8-4c7c-8959-76e6120ad497,Ryan Harrison,39.0,AWS Certified Solutions Architect,Cloud Computing,90.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
9cadeee4-c7ce-4b42-8368-88380c981b90,Kaitlyn Macdonald,38.0,Full Stack Web Development,Web Development,90.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
2a4a677a-3c3e-454b-a288-cb4c537bcd03,Jennifer Lucas,21.0,Neural Networks from Scratch,AI,90.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
0e1cfffd-cb9a-417d-94ce-34a8dcab21f1,Rebecca Wheeler DDS,41.0,Data Science Bootcamp,Data Science,90.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
6bb64ef1-6490-46ff-aeeb-bd890516ce39,Joshua Whitehead,23.0,Data Science Bootcamp,Data Science,90.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
f5fd50d9-5e9e-4385-8dbb-5d638cab91f7,Megan Anderson,47.0,Serverless Computing,Cloud Computing,90.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
4e528c2d-a412-42ad-80c4-09f9fbc19295,Robert Alvarez,46.0,NLP with Transformers,AI,90.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
2db306cf-24b7-48c3-b1ae-5428b1c04083,Paul Marshall,31.0,Network Defense,Cybersecurity,90.1,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
eadb1255-8ef4-4c3e-a0c7-ce0650643b16,Samantha Lopez,32.0,Python for Data Science,Data Science,90.0,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
7892782f-123b-445d-9882-4c1fbd546532,Tiffany Mitchell MD,33.0,JavaScript Mastery,Web Development,90.0,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
1c6a64a4-86d2-485a-8f73-083f78f61d85,James Mays,41.0,Artificial Intelligence A-Z,AI,90.0,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
672a2eae-45d4-4847-9670-715d39c1dd8e,Justin Sparks,30.0,JavaScript Mastery,Web Development,90.0,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
749faa69-8999-4292-9cf8-8cd63f8a8a2a,Denise Sanchez,24.0,Neural Networks from Scratch,AI,90.0,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
f7ddb087-3c42-4c71-aed5-1e772b142d4e,Danny Walker,26.0,Backend APIs with Node.js,Web Development,90.0,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
d8b96d4b-f1e0-4cc9-9052-d22f7195cba3,Michael Waters,29.0,Artificial Intelligence A-Z,AI,90.0,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
ed2b68f5-cca5-4651-acae-c13e5d868051,Nicole Taylor,42.0,Python for Data Science,Data Science,90.0,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
ce4603ea-12ea-4b30-98ed-f34a6cc4fa95,David Cook,49.0,Kubernetes for DevOps,Cloud Computing,90.0,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
a28b5d8a-40d9-46b2-8200-bdca0e087b10,Sheri Smith,29.0,JavaScript Mastery,Web Development,90.0,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
a67f8980-ef41-4a73-b565-348feab58385,Keith Duncan,49.0,Full Stack Web Development,Web Development,90.0,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
88e5b880-d351-4fbc-b4bb-b75f22456cf5,Brandy Garza,26.0,Backend APIs with Node.js,Web Development,90.0,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
e451ffba-398e-415b-a944-87fa806f4551,Jessica Hernandez,36.0,Certified Ethical Hacker (CEH),Cybersecurity,90.0,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
7f1e7d0b-a8f9-4af1-a5e9-51daab67a952,Heather Sims,35.0,Cybersecurity Fundamentals,Cybersecurity,90.0,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
1a4dcf4f-b290-47d6-ae9c-43783e442963,Leonard Stephens,30.0,Google Cloud Fundamentals,Cloud Computing,90.0,P1_HOT,Direct Outbound Call / Priority WhatsApp Offer
